trip_id,driver_id,vehicle_type,pickup_area,dropoff_area,distance_km,time_of_day,day_of_week,traffic_index,weather,planned_duration_min,actual_duration_min,delivery_status,driver_experience_days
88,143,bike,suburb,old_city,4.36,9,Saturday,0.83,rain,14.53,30.63,delayed,750
940,113,bike,suburb,suburb,19.7,7,Saturday,0.25,clear,65.67,78.84,on_time,567
746,122,scooter,industrial,old_city,15.76,7,Wednesday,0.36,rain,39.4,84.6,delayed,526
607,102,bike,tech_park,suburb,14.06,8,Wednesday,0.72,rain,46.87,102.56,delayed,432
1041,139,scooter,central,industrial,7.25,16,Monday,0.42,clear,18.12,25.73,on_time,930
905,125,bike,suburb,central,21.05,11,Saturday,0.56,clear,70.17,107.99,delayed,693
653,139,bike,central,central,11.53,17,Thursday,0.54,clear,38.43,54.12,delayed,493
1974,105,car,tech_park,suburb,21.98,22,Wednesday,0.4,clear,43.96,64.86,delayed,837
766,130,car,industrial,industrial,23.68,4,Saturday,0.3,rain,47.36,75.49,delayed,913
727,133,scooter,industrial,tech_park,10.69,0,Tuesday,0.51,clear,26.72,,on_time,499
1188,148,car,suburb,tech_park,24.72,9,Tuesday,0.76,clear,49.44,85.86,delayed,815
926,146,scooter,suburb,industrial,6.31,20,Saturday,0.21,clear,15.77,13.44,on_time,855
1648,106,scooter,old_city,suburb,1.78,16,Thursday,0.55,fog,4.45,3.21,on_time,973
2419,116,bike,suburb,central,15.21,23,Wednesday,0.34,clear,50.7,66.59,delayed,408
1857,126,scooter,suburb,central,10.2,15,Tuesday,0.58,clear,25.5,43.91,delayed,986
702,116,scooter,industrial,central,24.36,12,Wednesday,0.55,clear,60.9,95.36,delayed,250
2186,136,scooter,central,old_city,24.85,17,Wednesday,0.64,clear,62.12,118.73,delayed,238
1574,130,scooter,old_city,suburb,22.09,18,Tuesday,0.77,clear,55.22,114.76,delayed,322
2032,104,scooter,tech_park,tech_park,19.49,5,Sunday,0.39,clear,48.72,69.29,delayed,981
2294,136,bike,central,central,22.1,21,Saturday,0.5,clear,73.67,116.38,delayed,448
356,114,car,tech_park,central,15.6,7,Wednesday,0.27,rain,31.2,54.98,delayed,731
2043,106,scooter,central,industrial,23.04,5,Sunday,0.41,clear,57.6,81.53,delayed,696
94,142,scooter,industrial,tech_park,4.71,8,Tuesday,0.71,clear,11.77,20.85,on_time,670
2412,148,bike,industrial,tech_park,16.05,14,Thursday,0.24,clear,53.5,67.09,on_time,269
2024,127,scooter,suburb,old_city,11.72,19,Monday,0.72,clear,29.3,67.15,delayed,796
1540,136,scooter,tech_park,suburb,17.33,23,Monday,0.44,clear,43.32,69.2,delayed,421
958,111,car,central,industrial,21.28,21,Thursday,0.16,clear,42.56,48.26,on_time,302
1641,141,scooter,suburb,central,11.2,11,Wednesday,0.46,clear,28.0,35.94,on_time,230
142,103,scooter,suburb,suburb,22.07,22,Wednesday,0.47,clear,55.17,85.92,delayed,484
974,144,scooter,old_city,industrial,7.58,3,Tuesday,0.25,fog,18.95,32.73,on_time,263
2479,124,car,industrial,industrial,4.47,9,Monday,0.56,clear,8.94,16.11,on_time,403
868,108,scooter,tech_park,central,19.6,16,Friday,0.32,clear,49.0,67.52,delayed,372
1816,145,car,suburb,central,5.7,8,Wednesday,0.77,clear,11.4,18.71,on_time,219
151,135,car,suburb,central,3.29,3,Tuesday,0.41,clear,6.58,12.45,on_time,660
1184,102,scooter,tech_park,tech_park,1.19,0,Saturday,0.37,clear,2.97,2.94,on_time,457
517,100,scooter,industrial,tech_park,23.69,15,Saturday,0.39,clear,59.23,74.1,on_time,634
916,129,scooter,old_city,tech_park,13.29,22,Saturday,0.35,clear,33.22,53.53,delayed,985
1834,125,car,old_city,suburb,6.92,6,Tuesday,0.34,rain,13.84,33.04,delayed,771
135,136,scooter,old_city,old_city,21.74,5,Thursday,0.27,fog,54.35,93.65,delayed,311
2034,132,bike,old_city,tech_park,4.6,14,Sunday,0.66,fog,15.33,37.15,delayed,164
583,131,bike,central,central,20.66,0,Wednesday,0.42,clear,68.87,98.96,delayed,635
784,122,bike,suburb,suburb,18.53,9,Sunday,0.97,clear,61.77,122.55,delayed,985
1036,124,scooter,central,old_city,14.88,14,Tuesday,0.37,clear,37.2,60.5,delayed,103
1737,120,scooter,central,suburb,14.89,4,Friday,0.47,clear,37.23,51.38,on_time,424
364,147,bike,central,suburb,5.43,20,Monday,0.61,clear,18.1,34.2,delayed,510
860,130,bike,central,tech_park,11.63,0,Monday,0.44,clear,38.77,52.47,on_time,771
1672,116,scooter,industrial,industrial,5.05,21,Sunday,0.48,clear,12.62,25.42,on_time,379
2012,112,bike,suburb,tech_park,15.37,23,Sunday,0.63,,51.23,90.76,delayed,971
1193,123,bike,industrial,central,16.89,17,Monday,0.7,clear,56.3,98.5,delayed,126
1251,130,scooter,tech_park,tech_park,6.12,13,Friday,0.51,clear,15.3,27.59,on_time,888
1593,114,scooter,tech_park,old_city,,12,Wednesday,0.6,fog,37.95,80.29,delayed,708
799,123,car,central,tech_park,15.17,20,Wednesday,0.4,clear,30.34,48.71,delayed,347
822,144,bike,central,old_city,18.29,11,Friday,0.28,clear,60.97,94.27,delayed,617
666,119,scooter,central,suburb,3.91,8,Saturday,0.64,clear,9.78,17.92,on_time,474
2388,117,scooter,tech_park,old_city,21.4,20,Friday,0.26,clear,53.5,81.37,delayed,588
1454,132,scooter,central,industrial,16.24,0,Monday,0.42,clear,40.6,57.26,delayed,639
488,147,bike,tech_park,industrial,7.58,2,Tuesday,0.56,clear,25.27,37.51,on_time,416
1629,149,car,central,central,,13,Thursday,0.51,clear,33.28,51.26,delayed,227
179,138,scooter,central,suburb,,20,Saturday,0.58,rain,40.67,77.81,delayed,627
1656,106,scooter,central,industrial,14.69,19,Thursday,0.62,rain,36.72,82.18,delayed,473
159,115,car,old_city,suburb,2.51,3,Monday,0.27,clear,5.02,1.55,on_time,478
903,136,bike,old_city,tech_park,15.17,5,Saturday,0.41,,50.57,99.62,delayed,717
2318,129,scooter,old_city,central,15.53,7,Sunday,0.29,rain,38.82,80.74,delayed,384
1888,139,scooter,industrial,old_city,21.47,0,Monday,0.45,clear,53.67,92.29,delayed,66
2322,134,bike,industrial,central,18.89,12,Sunday,0.4,clear,62.97,82.96,delayed,595
1807,140,scooter,suburb,industrial,8.29,14,Saturday,0.4,clear,20.72,27.3,on_time,444
623,137,car,tech_park,central,18.95,11,Thursday,0.48,clear,37.9,46.58,on_time,886
701,130,car,old_city,suburb,23.65,1,Monday,0.38,rain,47.3,100.47,delayed,354
148,125,bike,industrial,old_city,5.35,12,Sunday,0.34,clear,17.83,33.37,delayed,327
561,141,car,industrial,central,23.87,9,Monday,0.78,rain,47.74,108.23,delayed,419
167,135,car,suburb,tech_park,22.28,2,Sunday,0.4,clear,44.56,64.48,delayed,212
241,123,car,industrial,industrial,23.05,18,Tuesday,0.9,clear,46.1,98.14,delayed,780
576,102,car,central,old_city,24.09,2,Wednesday,0.33,fog,48.18,81.27,delayed,633
663,107,bike,industrial,suburb,19.58,16,Wednesday,0.48,clear,65.27,98.76,delayed,244
284,146,scooter,tech_park,tech_park,4.59,15,Wednesday,0.45,clear,11.47,10.95,on_time,191
403,146,car,tech_park,tech_park,22.46,22,Wednesday,0.46,clear,44.92,68.5,delayed,139
975,115,car,central,suburb,2.51,16,Sunday,0.26,rain,5.02,6.2,on_time,103
124,138,bike,suburb,suburb,20.71,9,Sunday,0.89,clear,69.03,124.93,delayed,664
2372,108,car,industrial,suburb,13.19,2,Wednesday,0.46,fog,26.38,49.43,delayed,997
359,116,scooter,old_city,suburb,15.87,4,Wednesday,0.36,fog,39.67,71.65,delayed,599
248,125,car,old_city,suburb,7.74,7,Sunday,0.5,fog,15.48,32.46,delayed,762
289,103,car,tech_park,industrial,17.95,0,Monday,0.39,clear,35.9,44.72,on_time,269
2255,116,scooter,tech_park,industrial,2.94,10,Wednesday,0.65,clear,7.35,10.01,on_time,469
1797,140,scooter,central,old_city,15.27,0,Monday,0.54,rain,38.17,90.26,delayed,402
2496,128,bike,suburb,industrial,5.31,14,Thursday,0.18,rain,17.7,29.07,on_time,386
1117,100,bike,central,tech_park,23.68,5,Tuesday,0.44,rain,78.93,150.61,delayed,596
2117,128,car,suburb,central,4.87,20,Tuesday,0.37,rain,9.74,23.93,on_time,260
1520,137,bike,industrial,suburb,13.73,5,Tuesday,0.35000000000000003,rain,45.77,77.58,delayed,568
1586,148,bike,central,suburb,1.4,1,Friday,0.37,clear,4.67,4.24,on_time,593
1794,111,scooter,suburb,tech_park,7.3,21,Tuesday,0.66,clear,18.25,26.65,on_time,383
654,104,car,industrial,tech_park,22.33,21,Friday,0.28,rain,44.66,78.37,delayed,357
1202,122,bike,industrial,suburb,2.51,20,Tuesday,0.2,clear,8.37,16.33,on_time,969
514,109,car,central,tech_park,2.26,9,Tuesday,0.91,clear,4.52,6.42,on_time,421
1118,108,car,suburb,tech_park,12.77,14,Friday,0.3,rain,25.54,48.13,delayed,403
587,109,scooter,central,suburb,21.8,4,Thursday,0.32,clear,54.5,77.71,delayed,108
186,144,bike,old_city,tech_park,16.42,23,Friday,0.44,clear,54.73,100.89,delayed,795
1486,100,bike,tech_park,suburb,23.04,5,Saturday,0.56,clear,76.8,121.09,delayed,907
788,142,bike,old_city,industrial,18.77,8,Thursday,0.87,rain,62.57,184.41,delayed,436
2362,125,scooter,tech_park,old_city,20.91,22,Tuesday,0.68,clear,52.27,97.36,delayed,655
692,122,scooter,tech_park,old_city,19.82,18,Tuesday,0.68,clear,49.55,97.82,delayed,598
175,146,bike,old_city,central,8.09,7,Monday,0.59,clear,26.97,47.15,delayed,646
592,119,scooter,central,old_city,16.94,5,Wednesday,0.33,rain,42.35,83.81,delayed,130
2474,106,bike,old_city,old_city,19.15,9,Thursday,0.64,clear,63.83,122.85,delayed,479
2162,104,scooter,old_city,tech_park,1.37,16,Sunday,0.4,rain,3.43,6.23,on_time,604
2062,117,car,suburb,old_city,19.93,21,Wednesday,0.3,clear,39.86,62.17,delayed,84
475,114,scooter,old_city,central,5.64,17,Tuesday,0.58,rain,14.1,41.23,delayed,819
711,123,scooter,old_city,central,15.58,14,Saturday,0.57,clear,38.95,71.73,delayed,444
617,115,scooter,tech_park,industrial,17.75,6,Thursday,0.15,rain,44.38,56.67,on_time,486
2166,105,bike,industrial,industrial,1.85,15,Monday,0.52,clear,6.17,3.56,on_time,218
1254,135,bike,tech_park,old_city,8.02,6,Tuesday,0.35,clear,26.73,44.87,delayed,131
287,140,bike,tech_park,old_city,24.48,2,Monday,0.54,clear,81.6,149.79,delayed,992
1783,136,bike,old_city,central,,2,Tuesday,0.27,clear,11.3,13.54,on_time,404
499,107,bike,tech_park,suburb,14.11,12,Wednesday,0.46,clear,47.03,63.96,delayed,137
1168,106,car,suburb,suburb,20.38,18,Monday,0.79,clear,40.76,73.18,delayed,806
434,136,scooter,suburb,industrial,12.03,5,Friday,0.46,clear,30.07,45.31,delayed,569
375,149,bike,old_city,tech_park,13.76,13,Friday,0.24,clear,45.87,69.84,delayed,219
35,143,bike,old_city,suburb,1.94,17,Wednesday,0.74,clear,6.47,,on_time,144
2264,113,bike,suburb,old_city,7.71,18,Wednesday,0.83,rain,25.7,81.0,delayed,585
188,147,bike,central,central,3.13,19,Monday,0.83,fog,10.43,19.48,on_time,147
1120,102,scooter,suburb,central,23.75,19,Saturday,0.77,clear,59.38,104.53,delayed,932
2230,117,bike,tech_park,central,6.94,6,Thursday,0.31,clear,23.13,34.47,on_time,67
847,113,bike,central,industrial,3.16,20,Sunday,0.41,clear,10.53,14.97,on_time,861
1458,100,bike,industrial,tech_park,6.75,17,Tuesday,0.87,clear,22.5,41.34,delayed,958
2445,129,bike,old_city,old_city,23.32,19,Sunday,0.77,clear,77.73,173.75,delayed,622
2157,108,bike,industrial,old_city,7.69,21,Saturday,0.42,rain,25.63,53.17,delayed,449
624,138,scooter,suburb,old_city,12.17,2,Tuesday,0.31,clear,30.42,41.57,on_time,239
1775,141,bike,old_city,industrial,16.12,8,Tuesday,0.59,rain,53.73,142.38,delayed,39
2352,120,bike,central,suburb,5.06,17,Saturday,0.71,rain,16.87,38.24,delayed,795
616,125,bike,central,old_city,22.61,11,Wednesday,0.49,rain,75.37,184.1,delayed,737
729,103,scooter,central,central,4.11,1,Tuesday,0.51,clear,10.28,18.88,on_time,817
21,103,bike,tech_park,old_city,9.8,7,Sunday,0.41,clear,32.67,66.64,delayed,51
2018,136,car,industrial,suburb,20.53,23,Friday,0.39,clear,41.06,51.94,on_time,894
1798,119,bike,old_city,industrial,22.47,7,Saturday,0.47,clear,74.9,126.77,delayed,213
1121,138,scooter,industrial,suburb,16.93,19,Saturday,0.67,clear,42.32,75.37,delayed,869
1513,127,scooter,suburb,industrial,18.55,4,Thursday,0.42,clear,46.38,54.35,on_time,993
2148,134,scooter,central,suburb,8.62,11,Monday,0.59,clear,21.55,32.96,on_time,934
1394,123,car,industrial,central,16.48,8,Wednesday,0.59,rain,32.96,71.69,delayed,356
1736,121,bike,suburb,old_city,22.45,18,Saturday,0.84,rain,74.83,216.9,delayed,703
278,120,car,suburb,industrial,7.78,6,Sunday,0.62,clear,15.56,22.57,on_time,491
1909,116,bike,suburb,industrial,5.99,3,Saturday,0.23,clear,19.97,19.35,on_time,443
1404,147,bike,suburb,industrial,15.8,4,Friday,0.59,clear,52.67,78.34,delayed,653
757,120,car,industrial,tech_park,6.26,3,Tuesday,0.51,clear,12.52,15.04,on_time,173
1752,109,bike,old_city,central,5.63,17,Saturday,0.83,clear,18.77,34.12,delayed,845
1142,135,scooter,industrial,old_city,4.88,7,Sunday,0.43,clear,12.2,18.04,on_time,973
2180,106,bike,tech_park,suburb,19.0,19,Tuesday,0.7,rain,63.33,140.8,delayed,587
96,148,bike,suburb,central,11.7,14,Thursday,0.52,rain,39.0,82.78,delayed,690
2409,100,bike,tech_park,old_city,20.71,2,Friday,0.22,clear,69.03,99.95,delayed,615
1670,116,scooter,industrial,industrial,1.05,3,Saturday,0.39,clear,2.62,7.05,on_time,622
1165,146,scooter,industrial,suburb,18.44,13,Sunday,0.34,clear,46.1,62.01,delayed,482
1483,124,car,central,old_city,9.87,3,Sunday,0.66,clear,19.74,29.22,on_time,527
1977,105,car,old_city,industrial,8.08,19,Tuesday,0.73,fog,16.16,42.5,delayed,32
67,111,bike,suburb,tech_park,13.15,3,Friday,0.28,clear,43.83,,on_time,642
713,124,car,old_city,old_city,20.91,22,Sunday,0.27,clear,41.82,71.38,delayed,909
593,105,scooter,tech_park,suburb,20.64,21,Sunday,0.42,clear,51.6,73.13,delayed,797
2319,120,car,industrial,old_city,14.65,22,Saturday,0.34,clear,29.3,51.43,delayed,133
2297,117,scooter,suburb,tech_park,20.61,7,Wednesday,0.43,rain,51.52,92.76,delayed,366
2125,126,scooter,industrial,central,11.47,8,Wednesday,0.67,clear,28.68,47.99,delayed,964
143,124,bike,central,old_city,15.64,14,Friday,0.38,clear,52.13,75.57,delayed,131
2289,142,scooter,suburb,tech_park,10.37,2,Wednesday,0.27,clear,25.92,32.73,on_time,518
29,144,bike,industrial,old_city,4.19,17,Thursday,0.72,clear,13.97,36.8,delayed,375
1680,111,car,old_city,central,18.41,17,Thursday,0.68,clear,36.82,70.53,delayed,730
2212,127,car,tech_park,industrial,9.62,5,Tuesday,0.52,clear,19.24,27.9,on_time,825
1182,116,car,old_city,central,7.17,8,Thursday,0.6,clear,14.34,20.5,on_time,374
1277,112,scooter,central,central,21.83,12,Friday,0.22,clear,54.57,67.22,on_time,939
1288,125,bike,central,tech_park,22.88,22,Sunday,0.45,clear,76.27,111.02,delayed,182
1131,136,car,old_city,suburb,22.24,22,Sunday,0.19,clear,44.48,63.77,delayed,704
1072,135,car,industrial,suburb,3.53,22,Monday,0.62,clear,7.06,12.08,on_time,843
2304,121,bike,industrial,industrial,8.39,4,Monday,0.24,clear,27.97,29.61,on_time,865
1443,123,car,old_city,old_city,4.85,3,Monday,0.38,rain,9.7,22.98,on_time,187
2046,112,car,industrial,suburb,19.99,10,Monday,0.75,clear,39.98,63.82,delayed,302
193,121,bike,industrial,old_city,19.89,9,Saturday,0.8,clear,66.3,144.08,delayed,648
1719,138,bike,tech_park,tech_park,4.97,23,Monday,0.45,clear,16.57,17.97,on_time,940
294,128,bike,tech_park,suburb,23.59,8,Monday,0.59,fog,78.63,146.38,delayed,351
809,143,bike,suburb,tech_park,22.12,15,Sunday,0.58,clear,73.73,119.1,delayed,145
2364,103,scooter,central,old_city,6.68,19,Thursday,0.74,fog,16.7,31.64,on_time,858
1742,101,bike,suburb,tech_park,7.51,3,Thursday,0.26,clear,25.03,37.21,on_time,52
2065,120,scooter,central,tech_park,14.17,10,Wednesday,0.74,clear,35.42,68.09,delayed,818
747,137,scooter,tech_park,suburb,18.72,18,Wednesday,0.87,clear,46.8,96.05,delayed,193
1557,134,scooter,old_city,industrial,7.43,18,Thursday,0.96,rain,18.57,54.01,delayed,835
1035,106,bike,tech_park,industrial,16.04,1,Wednesday,0.33,clear,53.47,72.46,delayed,207
787,111,bike,industrial,old_city,22.86,9,Wednesday,0.67,clear,76.2,148.9,delayed,979
1452,145,car,tech_park,industrial,14.59,9,Thursday,0.82,clear,29.18,47.0,delayed,307
23,147,bike,industrial,central,2.05,11,Thursday,0.32,rain,6.83,14.75,on_time,636
111,142,scooter,central,industrial,22.1,9,Tuesday,0.79,fog,55.25,109.68,delayed,991
2470,105,scooter,old_city,suburb,9.65,21,Thursday,0.42,clear,24.12,42.13,delayed,637
2257,114,car,central,old_city,5.19,17,Tuesday,0.83,clear,10.38,23.82,on_time,822
2443,127,bike,industrial,industrial,12.15,17,Thursday,0.78,clear,40.5,79.16,delayed,131
1507,133,scooter,central,old_city,6.6,3,Wednesday,0.24,clear,16.5,25.52,on_time,578
511,126,car,old_city,old_city,19.17,16,Saturday,0.66,clear,38.34,79.5,delayed,727
680,135,car,central,suburb,22.88,16,Sunday,0.3,clear,45.76,58.78,on_time,654
2235,146,bike,old_city,industrial,18.64,15,Thursday,0.47,clear,62.13,100.45,delayed,380
2176,119,bike,central,central,2.95,9,Saturday,0.86,clear,9.83,12.04,on_time,698
347,114,car,tech_park,central,19.36,7,Thursday,0.26,clear,38.72,52.52,on_time,67
2422,125,bike,old_city,suburb,7.75,9,Tuesday,0.87,clear,25.83,57.29,delayed,85
2154,111,car,tech_park,central,8.89,19,Friday,0.84,rain,17.78,35.44,delayed,951
832,130,car,suburb,central,20.14,14,Sunday,0.24,rain,40.28,60.55,delayed,885
2138,131,scooter,tech_park,suburb,1.16,15,Tuesday,0.4,fog,2.9,4.43,on_time,630
1075,104,car,old_city,tech_park,20.58,15,Friday,0.46,clear,41.16,79.28,delayed,50
599,124,scooter,industrial,industrial,16.98,20,Thursday,0.38,rain,42.45,69.1,delayed,448
2068,131,scooter,industrial,suburb,20.31,20,Tuesday,0.22,rain,50.77,81.13,delayed,582
535,109,bike,tech_park,industrial,12.39,4,Tuesday,0.54,clear,41.3,65.22,delayed,741
1559,136,car,tech_park,tech_park,15.7,9,Sunday,0.82,clear,31.4,44.85,on_time,177
605,146,bike,tech_park,suburb,9.68,7,Thursday,0.46,clear,32.27,46.11,on_time,438
1264,102,car,suburb,industrial,15.08,14,Thursday,0.36,clear,30.16,44.59,on_time,845
325,121,scooter,old_city,suburb,10.96,10,Saturday,0.73,clear,27.4,62.05,delayed,763
1283,108,car,central,suburb,18.42,6,Saturday,0.33,clear,36.84,39.02,on_time,244
3,143,car,central,industrial,21.64,6,Friday,0.24,fog,43.28,51.58,on_time,375
2333,103,bike,central,suburb,18.29,5,Wednesday,0.55,clear,60.97,93.28,delayed,695
2404,123,car,industrial,tech_park,6.82,16,Friday,0.21,rain,13.64,21.72,on_time,436
2477,130,scooter,old_city,tech_park,5.75,12,Sunday,0.4,clear,14.38,17.54,on_time,262
2105,123,bike,central,old_city,3.78,8,Monday,0.96,clear,12.6,21.72,on_time,730
206,134,bike,tech_park,central,20.66,17,Saturday,0.78,clear,68.87,125.38,delayed,972
814,123,scooter,tech_park,tech_park,8.61,22,Friday,0.46,rain,21.52,45.93,delayed,675
527,103,scooter,central,central,18.94,11,Tuesday,0.25,clear,47.35,58.85,on_time,615
1159,122,bike,tech_park,central,19.59,3,Sunday,0.18,fog,65.3,90.51,delayed,950
1014,118,car,old_city,central,7.04,18,Sunday,0.78,clear,14.08,27.32,on_time,904
118,114,scooter,industrial,central,16.64,11,Tuesday,0.5,fog,41.6,65.9,delayed,459
1012,140,bike,tech_park,tech_park,13.61,8,Sunday,0.8,fog,45.37,91.7,delayed,773
1171,146,scooter,central,suburb,2.84,23,Wednesday,0.48,rain,7.1,18.11,on_time,254
378,142,scooter,tech_park,suburb,6.69,11,Thursday,0.48,clear,16.73,31.51,on_time,812
969,120,scooter,suburb,suburb,18.98,6,Thursday,0.32,clear,47.45,69.19,delayed,782
1730,110,bike,central,central,19.92,12,Thursday,0.36,fog,66.4,102.49,delayed,799
1110,144,scooter,old_city,tech_park,20.89,14,Thursday,0.38,clear,52.23,83.61,delayed,380
804,119,scooter,old_city,tech_park,13.5,11,Tuesday,0.48,clear,33.75,55.93,delayed,838
1293,137,bike,central,old_city,14.57,2,Friday,0.32,clear,48.57,81.63,delayed,888
367,124,scooter,industrial,tech_park,19.72,12,Friday,0.27,fog,49.3,79.58,delayed,729
1689,110,bike,industrial,central,4.39,18,Friday,0.73,clear,14.63,24.3,on_time,747
115,111,bike,industrial,central,8.77,14,Wednesday,0.18,clear,29.23,37.88,on_time,128
728,144,bike,old_city,suburb,6.11,20,Sunday,0.51,fog,20.37,42.92,delayed,492
570,118,bike,suburb,industrial,11.93,17,Tuesday,0.87,clear,39.77,71.81,delayed,258
1995,109,bike,old_city,tech_park,17.33,8,Friday,0.67,rain,57.77,153.58,delayed,124
1325,122,bike,tech_park,tech_park,4.94,6,Monday,0.21,fog,16.47,12.66,on_time,522
907,141,bike,tech_park,old_city,2.81,11,Wednesday,0.57,clear,9.37,15.13,on_time,548
334,145,bike,old_city,tech_park,16.19,4,Wednesday,0.38,rain,53.97,117.18,delayed,199
945,149,scooter,suburb,central,5.44,23,Wednesday,0.41,clear,13.6,18.74,on_time,897
640,101,scooter,old_city,suburb,17.06,13,Monday,0.26,clear,42.65,65.38,delayed,440
1214,119,scooter,suburb,industrial,14.95,10,Wednesday,0.83,clear,37.37,55.71,delayed,978
436,142,scooter,tech_park,industrial,9.4,14,Monday,0.36,clear,23.5,26.94,on_time,969
1993,115,scooter,industrial,industrial,1.82,10,Sunday,0.89,clear,4.55,8.99,on_time,378
1912,104,bike,central,old_city,15.4,4,Saturday,0.37,clear,51.33,78.18,delayed,497
1535,123,bike,central,industrial,1.99,10,Tuesday,0.69,clear,6.63,1.0,early,646
824,109,scooter,industrial,industrial,19.89,16,Friday,0.5,fog,49.73,91.09,delayed,592
1771,125,bike,central,industrial,8.34,6,Friday,0.21,fog,27.8,45.92,delayed,861
709,102,bike,old_city,industrial,9.74,1,Monday,0.27,clear,32.47,54.32,delayed,207
1967,134,bike,tech_park,tech_park,10.69,17,Wednesday,0.88,rain,35.63,87.81,delayed,114
1087,134,bike,tech_park,central,5.1,18,Thursday,0.71,clear,17.0,22.6,on_time,483
2042,104,scooter,central,central,14.88,0,Sunday,0.66,rain,37.2,77.23,delayed,706
1422,122,bike,old_city,old_city,23.9,1,Sunday,0.41,rain,79.67,173.86,delayed,992
266,141,scooter,central,suburb,8.56,18,Wednesday,0.9,fog,21.4,42.43,delayed,892
572,149,bike,suburb,tech_park,24.9,15,Monday,0.23,rain,83.0,133.02,delayed,79
932,149,scooter,central,suburb,3.24,22,Saturday,0.27,rain,8.1,17.12,on_time,58
796,134,scooter,tech_park,tech_park,10.75,13,Monday,0.16,clear,26.88,31.8,on_time,295
1546,139,car,suburb,old_city,2.43,12,Sunday,0.28,clear,4.86,5.51,on_time,521
435,147,scooter,tech_park,old_city,18.52,21,Friday,0.27,clear,46.3,63.77,delayed,372
2399,106,car,suburb,tech_park,21.43,2,Monday,0.36,clear,42.86,54.13,on_time,421
1564,130,scooter,central,industrial,11.84,16,Friday,0.66,clear,29.6,41.9,on_time,835
619,126,scooter,central,old_city,22.98,4,Monday,0.34,clear,57.45,101.39,delayed,650
1544,119,car,suburb,industrial,18.81,2,Friday,0.32,clear,37.62,49.24,on_time,67
1140,132,scooter,old_city,central,20.64,16,Thursday,0.45,clear,51.6,91.17,delayed,841
1856,103,car,industrial,suburb,8.14,2,Friday,0.51,clear,16.28,30.49,on_time,425
1690,101,bike,old_city,tech_park,7.69,6,Sunday,0.58,clear,25.63,48.32,delayed,136
1908,109,scooter,old_city,tech_park,2.81,22,Tuesday,0.39,clear,7.02,8.01,on_time,293
875,144,bike,central,tech_park,16.22,0,Saturday,0.49,clear,54.07,78.18,delayed,55
331,142,scooter,industrial,tech_park,21.59,12,Wednesday,0.18,clear,53.97,69.76,delayed,955
1571,146,bike,tech_park,suburb,7.95,19,Saturday,0.79,clear,26.5,33.52,on_time,521
2242,145,car,old_city,central,15.58,4,Friday,0.62,clear,31.16,,delayed,853
1296,117,scooter,suburb,central,22.58,1,Saturday,0.52,clear,56.45,,delayed,47
1706,104,scooter,old_city,old_city,5.38,15,Friday,0.58,clear,13.45,23.39,on_time,54
963,119,bike,suburb,tech_park,20.24,8,Thursday,0.95,rain,67.47,177.74,delayed,911
1869,102,bike,old_city,central,17.4,23,Sunday,0.64,clear,58.0,117.95,delayed,397
349,112,scooter,central,tech_park,13.24,12,Monday,0.51,clear,33.1,45.59,on_time,220
2392,125,scooter,suburb,tech_park,1.81,9,Wednesday,0.7,clear,4.52,1.0,on_time,61
1200,142,bike,old_city,old_city,14.57,11,Thursday,0.34,clear,48.57,71.66,delayed,328
1308,106,car,suburb,central,11.69,8,Thursday,0.8,clear,23.38,45.9,delayed,562
998,112,car,central,central,19.88,6,Tuesday,0.29,,39.76,46.39,on_time,690
2102,143,car,old_city,suburb,8.68,22,Thursday,0.43,clear,17.36,16.47,on_time,72
2263,145,scooter,central,industrial,15.42,11,Sunday,0.36,clear,38.55,53.8,delayed,855
2106,103,bike,suburb,central,1.44,21,Tuesday,0.24,clear,4.8,3.53,on_time,289
295,105,car,old_city,central,18.71,19,Monday,0.67,clear,37.42,76.94,delayed,832
2316,130,bike,old_city,industrial,18.64,20,Monday,0.45,clear,62.13,99.51,delayed,987
1299,114,bike,old_city,old_city,17.49,0,Tuesday,0.48,rain,58.3,133.18,delayed,921
1776,109,scooter,old_city,suburb,9.72,16,Wednesday,0.3,fog,24.3,38.86,on_time,533
155,101,scooter,old_city,industrial,16.36,7,Saturday,0.48,clear,40.9,65.85,delayed,159
1362,120,scooter,central,suburb,21.18,17,Thursday,0.75,rain,52.95,118.31,delayed,216
2112,124,scooter,central,central,21.15,14,Friday,0.23,fog,52.87,75.45,delayed,679
753,101,scooter,old_city,central,11.7,3,Monday,0.52,clear,29.25,54.57,delayed,47
1793,116,car,industrial,tech_park,22.17,20,Thursday,0.4,clear,44.34,67.22,delayed,75
2434,108,scooter,old_city,tech_park,1.42,23,Sunday,0.16,clear,3.55,7.99,on_time,37
1910,147,bike,central,suburb,1.71,2,Sunday,0.58,fog,5.7,6.81,on_time,526
1812,100,scooter,industrial,tech_park,19.41,20,Thursday,0.21000000000000002,rain,48.52,78.83,delayed,669
960,139,car,central,suburb,6.62,15,Thursday,0.5,rain,13.24,16.47,on_time,449
2456,116,bike,tech_park,central,24.15,1,Friday,0.4,clear,80.5,268.78,delayed,549
2363,108,bike,suburb,central,19.95,22,Tuesday,0.43,clear,66.5,99.01,delayed,314
1189,118,scooter,tech_park,industrial,15.15,14,Sunday,0.56,clear,37.88,62.03,delayed,865
